,SPX Index,TSLA US Equity,AAPL US Equity,NKE US Equity,AMZN US Equity,WMT US Equity,KO US Equity,XAU Curncy,CL1 Comdty,USGG10YR Index,USGG2YR Index
14 May 2021,4173.85,589.74,127.45,135.93,161.145,139.52,54.73,1843.43,65.37,1.6284,0.147
17 May 2021,4163.29,576.83,126.27,136.41,163.52,138.89,54.64,1866.9,66.27,1.6488,0.1531
18 May 2021,4127.83,577.87,124.85,135.56,161.614,141.91,54.34,1869.44,65.49,1.6369,0.1491
19 May 2021,4115.68,563.46,124.69,132.96,161.59,141.92,54.17,1869.62,63.36,1.671,0.1552
20 May 2021,4159.12,586.78,127.31,133.27,162.384,142.42,54.65,1877.21,62.05,1.625,0.1451
21 May 2021,4155.86,580.88,125.43,132.66,160.154,141.75,54.62,1881.25,63.58,1.6216,0.1533
24 May 2021,4197.05,606.44,127.1,134.06,162.249,141.76,54.8,1881.02,66.05,1.6012,0.1493
25 May 2021,4188.13,604.69,126.9,134.32,162.953,142.34,54.79,1899.25,66.07,1.5588,0.1412
26 May 2021,4195.99,619.13,126.85,136.89,163.258,142.17,55.03,1896.67,66.21,1.5757,0.1485
27 May 2021,4200.88,630.85,125.28,136.56,161.506,141.69,55.49,1896.54,66.85,1.6062,0.1446
28 May 2021,4204.11,625.22,124.61,136.46,161.154,142.03,55.29,1903.77,66.32,1.5943,0.1407
31 May 2021,4204.11,625.22,124.61,136.46,161.154,142.03,55.29,1906.87,66.32,1.5943,0.1407
1 Jun 2021,4202.04,623.9,124.28,134.51,160.933,141.66,55.28,1900.44,67.72,1.6062,0.1466
2 Jun 2021,4208.12,605.12,125.06,134.17,161.7,141.35,55.5,1908.38,68.83,1.5875,0.1446
3 Jun 2021,4192.85,572.84,123.54,134.17,159.351,141.6,55.64,1870.76,68.81,1.625,0.1545
4 Jun 2021,4229.89,599.05,125.89,133.74,160.311,141.85,56.24,1891.59,69.62,1.5534,0.1448
7 Jun 2021,4226.52,605.13,125.9,133.95,159.901,140.9,56.04,1899.21,69.23,1.5687,0.1547
8 Jun 2021,4227.26,603.59,126.74,133.35,163.206,139.83,55.65,1892.89,70.05,1.5331,0.1508
9 Jun 2021,4219.55,598.78,127.13,131.84,164.058,139.08,55.48,1888.57,69.96,1.4908,0.1548
10 Jun 2021,4239.18,610.12,126.11,130.98,167.483,139.88,55.91,1898.51,70.29,1.4318,0.1429
11 Jun 2021,4247.44,609.89,127.35,131.94,167.342,140.75,56.16,1877.53,70.91,1.4518,0.1469
14 Jun 2021,4255.15,617.69,130.48,131.36,169.194,140.56,55.55,1866.18,70.88,1.494,0.157
15 Jun 2021,4246.59,599.36,129.64,130.29,169.157,140,55.41,1859.02,72.12,1.4922,0.163
16 Jun 2021,4223.7,604.87,130.15,130.4,170.763,137.15,54.67,1811.47,72.15,1.5754,0.2052
17 Jun 2021,4221.86,616.6,131.79,128.92,174.462,137.72,54.95,1773.5,71.04,1.504,0.2093
18 Jun 2021,4166.45,623.31,130.46,128.41,174.345,135.17,53.77,1764.16,71.64,1.4381,0.2541
21 Jun 2021,4224.79,620.83,132.3,130.08,172.698,136.4,54.36,1783.27,73.66,1.4886,0.2543
22 Jun 2021,4246.44,623.71,133.98,132.48,175.272,137.03,54.56,1778.74,73.06,1.4632,0.2281
23 Jun 2021,4241.84,656.57,133.7,133.1,175.191,135.96,54.12,1778.68,73.08,1.4852,0.2622
24 Jun 2021,4266.49,679.82,133.41,133.6,172.454,136.91,54.39,1775.17,73.3,1.4919,0.2681
25 Jun 2021,4280.7,671.87,133.11,154.35,170.073,138.53,54.32,1781.44,74.05,1.5241,0.2661
28 Jun 2021,4290.61,688.72,134.78,152.36,172.195,138.1,54.26,1778.48,72.91,1.4765,0.2543
29 Jun 2021,4291.8,680.76,136.33,155.95,172.407,137.3,53.86,1761.24,72.98,1.4697,0.2504
30 Jun 2021,4297.5,679.7,136.96,154.49,172.008,141.02,54.11,1770.11,73.47,1.468,0.2486
1 Jul 2021,4319.94,677.92,137.27,158,171.648,139.32,53.96,1776.84,75.23,1.4578,0.2527
2 Jul 2021,4352.34,678.9,139.96,159.74,175.549,140.11,54.18,1787.3,75.16,1.4238,0.2336
5 Jul 2021,4352.34,678.9,139.96,159.74,175.549,140.11,54.18,1791.77,75.16,1.4238,0.2336
6 Jul 2021,4343.54,659.58,142.02,160.11,183.787,139.94,53.88,1797.08,73.37,1.3481,0.2179
7 Jul 2021,4358.13,644.65,144.57,160.16,184.829,139.71,54.32,1803.63,72.2,1.3163,0.2141
8 Jul 2021,4320.82,652.81,143.24,160.63,186.57,139.59,54.13,1802.83,72.94,1.2928,0.1944
9 Jul 2021,4369.55,656.95,145.11,161,185.967,140.3,54.46,1808.32,74.56,1.3595,0.2126
12 Jul 2021,4384.63,685.7,144.5,161.82,185.928,140.05,54.48,1806.28,74.1,1.3645,0.2267
13 Jul 2021,4369.21,668.54,145.64,161.59,183.868,140.58,55.02,1807.76,75.25,1.4166,0.2528
14 Jul 2021,4374.3,653.38,149.15,161.54,184.084,141.55,56.26,1827.53,73.13,1.3459,0.223
15 Jul 2021,4360.03,650.6,148.48,161.69,181.56,141.66,56.44,1829.47,71.65,1.2989,0.2231
16 Jul 2021,4327.16,644.22,146.39,159.85,178.682,141.56,56.4,1812.05,71.81,1.2903,0.2215
19 Jul 2021,4258.49,646.22,142.45,157.87,177.48,141.23,55.73,1812.64,66.42,1.1888,0.2156
20 Jul 2021,4323.06,660.5,146.15,159.74,178.66,141.87,55.83,1810.36,67.42,1.2218,0.1996
21 Jul 2021,4358.69,655.29,145.4,161.08,179.26,141.17,56.55,1803.66,70.3,1.2884,0.2078
22 Jul 2021,4367.48,649.26,146.8,163.68,181.902,141.27,56.47,1806.92,71.91,1.2783,0.1998
23 Jul 2021,4411.79,643.38,148.56,166.36,182.832,142.43,57.01,1802.15,72.07,1.2763,0.1981
26 Jul 2021,4422.3,657.62,148.99,165.09,184.991,142.63,57.06,1797.63,71.91,1.2896,0.1941
27 Jul 2021,4401.46,644.78,146.77,164.57,181.32,142.64,57.26,1799.09,71.65,1.2411,0.2035
28 Jul 2021,4400.64,646.98,144.98,165.46,181.516,142.06,56.74,1807.11,72.39,1.2327,0.2016
29 Jul 2021,4419.15,677.35,145.64,166.99,179.996,142.24,57.05,1828.17,73.62,1.2693,0.2035
30 Jul 2021,4395.26,687.2,145.86,167.51,166.38,142.55,57.03,1814.19,73.95,1.2223,0.1839
2 Aug 2021,4387.16,709.67,145.52,168.75,166.574,142.22,56.88,1813.47,71.26,1.1773,0.1722
3 Aug 2021,4423.15,709.74,147.36,171.23,168.312,143.82,56.92,1810.44,70.56,1.1722,0.1703
4 Aug 2021,4402.66,710.92,146.95,171.91,167.736,142.84,56.1,1811.74,68.15,1.182,0.1802
5 Aug 2021,4429.1,714.63,147.06,173.85,168.8,145.49,56.5,1804.41,69.09,1.2235,0.198
6 Aug 2021,4436.52,699.1,146.14,172.8,167.247,145.23,56.64,1763.03,68.28,1.2969,0.2083
9 Aug 2021,4432.35,713.76,146.09,171.77,167.094,145.58,56.65,1729.94,66.48,1.3237,0.2203
10 Aug 2021,4436.75,709.99,145.6,172.27,166.034,148.68,56.8,1728.93,68.29,1.349,0.2383
11 Aug 2021,4447.7,707.82,145.86,171.27,164.606,150.01,56.73,1751.7,69.25,1.3303,0.2186
12 Aug 2021,4460.83,722.25,148.89,170.64,165.175,149.06,56.84,1752.9,69.09,1.359,0.2227
13 Aug 2021,4468,717.17,149.1,171.69,164.699,149.53,57.23,1779.74,68.44,1.2767,0.2071
16 Aug 2021,4479.71,686.17,151.12,172.36,164.95,150.75,57.48,1787.45,67.29,1.265,0.2092
17 Aug 2021,4448.08,665.71,150.19,170.66,162.098,150.7,57.28,1786.19,66.59,1.2617,0.2133
18 Aug 2021,4400.27,688.99,146.36,168.81,160.061,149.1,56.5,1787.82,65.46,1.2583,0.2155
19 Aug 2021,4405.8,673.47,146.7,165.59,159.388,150.11,56.86,1780.38,63.69,1.2433,0.2196
20 Aug 2021,4441.67,680.26,148.19,167.79,159.998,151.45,56.64,1781.11,62.32,1.255,0.2241
23 Aug 2021,4479.53,706.3,149.71,169.72,163.294,150.45,56.44,1805.43,65.64,1.2517,0.2242
24 Aug 2021,4486.23,708.49,149.62,169.98,165.289,148.9,56.01,1802.9,67.54,1.2935,0.2223
25 Aug 2021,4496.19,711.2,148.36,169.84,164.959,148.96,56.07,1791,68.36,1.339,0.2386
26 Aug 2021,4470,701.16,147.54,166.92,165.8,147.35,55.54,1792.43,67.42,1.3491,0.2406
27 Aug 2021,4509.37,711.92,148.6,167.58,167.482,146.52,55.65,1817.57,68.74,1.307,0.2151
30 Aug 2021,4528.79,730.91,153.12,168.03,171.079,147.7,56.18,1810.34,69.21,1.2785,0.2014
31 Aug 2021,4522.68,735.72,151.83,164.74,173.54,148.1,56.31,1813.62,68.5,1.3088,0.2093
1 Sep 2021,4524.09,734.09,152.51,164.56,173.95,147.78,56.69,1813.9,68.59,1.2936,0.2094
2 Sep 2021,4536.95,732.39,153.65,163.67,173.156,148.56,56.77,1809.66,69.99,1.2835,0.2056
3 Sep 2021,4535.43,733.57,154.3,163.29,173.903,149.25,56.73,1827.73,69.29,1.3223,0.2061
6 Sep 2021,4535.43,733.57,154.3,163.29,173.903,149.25,56.73,1823.29,69.29,1.3223,0.2061
7 Sep 2021,4520.03,752.92,156.69,162.64,175.465,147.27,55.67,1794.36,68.35,1.3732,0.2201
8 Sep 2021,4514.07,753.87,155.11,160.71,176.275,147.46,56.42,1789.26,69.3,1.3376,0.2162
9 Sep 2021,4493.28,754.86,154.07,163.34,174.208,146.42,55.86,1794.58,68.14,1.2971,0.2124
10 Sep 2021,4458.58,736.27,148.97,163.59,173.458,145.89,55.61,1787.58,69.72,1.3411,0.2127
13 Sep 2021,4468.73,743,149.55,159.52,172.859,145.06,56.07,1793.75,70.45,1.3259,0.2129
14 Sep 2021,4443.05,744.49,148.12,158.76,172.5,144.3,55.69,1804.51,70.46,1.2836,0.207
15 Sep 2021,4480.7,755.83,149.03,157.91,173.79,144.55,55.88,1794.06,72.61,1.2988,0.2111
16 Sep 2021,4473.75,756.99,148.79,157.6,174.412,145.03,55.35,1753.77,72.61,1.3378,0.2193
17 Sep 2021,4432.99,759.49,146.06,156.42,173.126,144.73,54.44,1754.34,71.97,1.3616,0.2217
20 Sep 2021,4357.73,730.17,142.94,154.25,167.787,142.74,54.06,1764.16,70.29,1.3107,0.2158
21 Sep 2021,4354.19,739.38,143.43,155.02,167.182,143.02,54.05,1774.51,70.56,1.3226,0.2139
22 Sep 2021,4395.64,751.94,145.85,157.44,169.003,142.69,54.13,1768.16,72.23,1.3006,0.2363
23 Sep 2021,4448.98,753.64,146.83,159.58,170.8,142.77,54.04,1742.76,73.3,1.4301,0.2608
24 Sep 2021,4455.48,774.39,146.92,149.59,171.276,143.17,53.89,1750.42,73.98,1.4509,0.2695
27 Sep 2021,4443.11,791.36,145.37,148.04,170.29,142.25,53.61,1750.16,75.45,1.4871,0.2779
28 Sep 2021,4352.63,777.56,141.91,145.3,165.798,140.5,52.64,1734.01,75.29,1.5374,0.301
29 Sep 2021,4359.46,781.31,142.83,146.02,165.056,140.44,52.96,1726.37,74.83,1.5167,0.2892
30 Sep 2021,4307.54,775.48,141.5,145.23,164.252,139.38,52.47,1756.95,75.03,1.4873,0.2755
1 Oct 2021,4357.04,775.22,142.65,147.06,164.163,137.05,53.02,1760.98,75.88,1.4616,0.2638
4 Oct 2021,4300.46,781.53,139.14,147.14,159.489,135.73,52.99,1769.57,77.62,1.4789,0.2776
5 Oct 2021,4345.72,780.59,141.11,149.46,161.05,136.62,53.08,1760.18,78.93,1.5258,0.2836
6 Oct 2021,4363.55,782.75,142,148.8,163.101,137.62,53.71,1762.74,77.43,1.5206,0.2935
7 Oct 2021,4399.76,793.61,143.29,151.85,165.122,139.24,53.88,1755.78,78.3,1.5729,0.3055
8 Oct 2021,4391.34,785.49,142.9,152.48,164.431,139.66,54.12,1757.13,79.35,1.6118,0.3178
11 Oct 2021,4361.19,791.94,142.81,150.28,162.315,139.53,54.23,1754.15,80.52,1.6118,0.3178
12 Oct 2021,4350.65,805.72,141.51,153.35,162.367,139.38,54.23,1760.18,80.64,1.5769,0.3379
13 Oct 2021,4363.8,811.08,140.91,156.3,164.214,138.37,54.24,1792.97,80.44,1.5368,0.358
14 Oct 2021,4438.26,818.32,143.76,157.14,164.993,139.87,54.61,1795.87,81.31,1.5107,0.3602
15 Oct 2021,4471.37,843.03,144.84,158.01,170.451,140.55,54.48,1767.62,82.28,1.5703,0.3949
18 Oct 2021,4486.46,870.11,146.55,159.43,172.337,141.68,53.94,1764.86,82.44,1.6002,0.4254
19 Oct 2021,4519.63,864.27,148.76,157.82,172.208,144.69,54.15,1769.29,82.96,1.6372,0.3953
20 Oct 2021,4536.19,865.8,149.26,158.45,170.753,146,54.63,1782.08,83.87,1.6567,0.3854
21 Oct 2021,4549.78,894,149.48,162.18,171.751,146.81,54.35,1782.9,82.5,1.7011,0.4545
22 Oct 2021,4544.9,909.68,148.69,163.48,166.778,148.34,54.45,1792.65,83.76,1.6324,0.4534
25 Oct 2021,4566.48,1024.86,148.64,164.22,166.019,150.06,54.23,1807.73,83.76,1.6307,0.4353
26 Oct 2021,4574.79,1018.43,149.32,163.79,168.804,148.75,54.47,1792.91,84.65,1.6079,0.4396
27 Oct 2021,4551.68,1037.86,148.85,162.35,169.624,147.53,55.52,1796.81,82.66,1.5413,0.5029
28 Oct 2021,4596.42,1077.04,152.57,164.46,172.329,148.45,56.04,1798.91,82.81,1.58,0.4891
29 Oct 2021,4605.38,1114,149.8,167.29,168.622,149.42,56.37,1783.38,83.57,1.5521,0.497
1 Nov 2021,4613.67,1208.59,148.96,166.33,165.906,149.79,56.17,1793.28,84.05,1.5557,0.4992
2 Nov 2021,4630.65,1172,150.02,167.83,165.638,149.72,56.1,1787.76,83.91,1.5488,0.4499
3 Nov 2021,4660.57,1213.86,151.49,172.5,169.2,150.18,56.29,1769.84,80.86,1.6034,0.4659
4 Nov 2021,4680.06,1229.91,150.96,175.44,173.85,151.28,56.6,1792.04,78.81,1.5262,0.4244
5 Nov 2021,4697.53,1222.09,151.28,177.51,175.95,150.23,56.84,1818.36,81.27,1.4513,0.4008
8 Nov 2021,4701.7,1162.94,150.44,171.85,174.449,149.27,56.33,1824.18,81.93,1.4897,0.4426
9 Nov 2021,4685.25,1023.5,150.81,173.82,178.812,149.79,56.49,1831.92,84.15,1.4358,0.4208
10 Nov 2021,4646.71,1067.95,147.92,168.26,174.103,148.44,56.72,1849.6,81.34,1.5493,0.5129
11 Nov 2021,4649.27,1063.51,147.87,166.97,173.625,148.5,56.74,1862.11,81.59,1.5493,0.5129
12 Nov 2021,4682.85,1033.42,149.99,169.09,176.258,147.76,56.61,1864.9,80.79,1.5613,0.5115
15 Nov 2021,4682.8,1013.39,150,168.85,177.284,146.91,56.62,1862.84,80.88,1.6145,0.5157
16 Nov 2021,4700.9,1054.73,151,171.83,177.035,143.17,56.22,1850.63,80.76,1.6335,0.5179
17 Nov 2021,4688.67,1089.01,153.49,171.74,177.45,141.94,55.91,1867.48,78.36,1.5889,0.4979
18 Nov 2021,4704.54,1096.38,157.87,171.35,184.803,143.16,55.41,1858.94,79.01,1.5855,0.5021
19 Nov 2021,4697.96,1137.06,160.55,174.88,183.829,142.39,55.13,1845.73,76.1,1.5462,0.5067
22 Nov 2021,4682.94,1156.87,161.02,174.24,178.629,144.78,55.47,1804.65,76.75,1.6236,0.5842
23 Nov 2021,4690.7,1109.03,161.41,172.15,179.002,145.81,55.88,1789.16,78.5,1.6651,0.6142
24 Nov 2021,4701.46,1116,161.94,172.03,179.021,146.54,55.43,1788.61,78.39,1.6341,0.6398
25 Nov 2021,4701.46,1116,161.94,172.03,179.021,146.54,55.43,1788.85,78.39,1.6341,0.6398
26 Nov 2021,4594.62,1081.92,156.81,168.02,175.228,144.9,53.73,1802.59,68.15,1.4731,0.498
29 Nov 2021,4655.27,1136.99,160.24,169.87,178.079,142.63,54.58,1784.6,69.95,1.4987,0.4843
30 Nov 2021,4567,1144.76,165.3,169.24,175.354,140.63,52.45,1774.52,66.18,1.4443,0.565
1 Dec 2021,4513.04,1095,164.77,166.7,172.186,137.14,52.3,1781.73,65.57,1.4037,0.5513
2 Dec 2021,4577.1,1084.6,163.76,170,171.868,135.47,53.07,1768.74,66.5,1.4443,0.6126
3 Dec 2021,4538.43,1014.97,161.84,170.24,169.49,137.51,53.54,1783.29,66.26,1.343,0.5873
6 Dec 2021,4591.67,1009.01,165.32,168.91,171.368,139,54.91,1778.67,69.49,1.4342,0.6312
7 Dec 2021,4686.75,1051.75,171.18,171.29,176.165,138.55,55.21,1784.13,72.05,1.4733,0.6892
8 Dec 2021,4701.21,1068.96,175.08,170.25,176.158,137.15,55,1782.99,72.36,1.5212,0.6815
9 Dec 2021,4667.45,1003.8,174.56,168.1,174.171,138.5,54.86,1775.33,70.94,1.499,0.6877
10 Dec 2021,4712.02,1017.03,179.45,169.06,172.212,141.03,56.28,1782.84,71.67,1.4837,0.6543
13 Dec 2021,4668.97,966.41,175.74,166.84,169.568,143.57,57.76,1786.67,71.29,1.4156,0.6324
14 Dec 2021,4634.09,958.51,174.33,165.4,169.092,144.94,57.8,1770.85,70.73,1.4411,0.6568
15 Dec 2021,4709.85,975.99,179.3,163.9,173.315,145.77,58.06,1776.92,70.87,1.4565,0.6631
16 Dec 2021,4668.67,926.92,172.26,162.72,168.871,143.34,58.65,1799.35,72.38,1.4106,0.6128
17 Dec 2021,4620.64,932.57,171.14,161.36,170.017,138.75,57.73,1798.11,70.86,1.4021,0.6376
20 Dec 2021,4568.02,899.94,169.75,156.98,167.079,139.2,57.54,1790.93,68.23,1.4225,0.6317
21 Dec 2021,4649.23,938.53,172.99,166.63,170.417,139.62,57.77,1789.27,71.12,1.4617,0.6665
22 Dec 2021,4696.56,1008.87,175.64,165.44,171.037,139.8,58.18,1803.67,72.76,1.4515,0.6606
23 Dec 2021,4725.79,1067,176.28,165.67,171.069,139.49,58.22,1808.81,73.79,1.4927,0.6881
24 Dec 2021,4725.79,1067,176.28,165.67,171.069,139.49,58.22,1810.26,73.79,1.4927,0.6881
27 Dec 2021,4791.19,1093.94,180.33,167.58,169.67,140.76,58.65,1812.13,75.57,1.4756,0.6987
28 Dec 2021,4786.35,1088.47,179.29,166.42,170.661,142.78,58.88,1806.18,75.98,1.4807,0.75
29 Dec 2021,4793.06,1086.19,179.38,168.78,169.201,142.71,58.95,1804.71,76.56,1.5496,0.7461
30 Dec 2021,4778.73,1070.34,178.2,167.49,168.645,143.17,58.78,1814.67,76.99,1.5083,0.7244
31 Dec 2021,4766.18,1056.78,177.57,166.67,166.717,144.69,59.21,1829.2,75.21,1.5101,0.7322
3 Jan 2022,4796.56,1199.78,182.01,164.67,170.405,144.65,59.3,1801.45,76.08,1.628,0.7678
4 Jan 2022,4793.54,1149.59,179.7,166.39,167.522,142,60.29,1814.6,76.99,1.6473,0.7599
5 Jan 2022,4700.58,1088.12,174.92,162.25,164.357,143.92,60.79,1810.44,77.85,1.7052,0.8256
6 Jan 2022,4696.05,1064.7,172,161.04,163.254,143.52,60.47,1791.16,79.46,1.7211,0.8656
7 Jan 2022,4677.03,1026.96,172.17,156.97,162.554,144.89,60.33,1796.55,78.9,1.762,0.8621
10 Jan 2022,4670.29,1058.12,172.19,150.44,161.486,144.61,60.43,1801.68,78.23,1.7603,0.8944
11 Jan 2022,4713.07,1064.4,175.08,150.3,165.362,144.2,60.45,1821.6,81.22,1.7357,0.8825
12 Jan 2022,4726.35,1106.22,175.53,152.21,165.207,143.44,60.54,1826.15,82.64,1.7428,0.9189
13 Jan 2022,4659.03,1031.56,172.19,149.59,161.214,145.47,60.9,1822.54,82.12,1.7041,0.8929
14 Jan 2022,4662.85,1049.61,173.07,148.18,162.138,145.06,61.39,1817.94,83.82,1.7841,0.9668
17 Jan 2022,4662.85,1049.61,173.07,148.18,162.138,145.06,61.39,1819.23,83.82,1.7841,0.9668
18 Jan 2022,4577.11,1030.51,169.8,146.95,158.918,142.52,60.9,1813.74,85.43,1.8735,1.0425
19 Jan 2022,4532.76,995.65,166.23,145.11,156.299,143.94,61,1840.54,86.96,1.8646,1.0572
20 Jan 2022,4482.73,996.27,164.51,142.73,151.668,141.22,60.75,1839.29,86.9,1.804,1.0249
21 Jan 2022,4397.94,943.9,162.41,142.95,142.643,140.19,60.45,1835.38,85.14,1.7581,1.0014
24 Jan 2022,4410.13,930,161.62,146,144.544,140.2,59.96,1843.06,83.31,1.7706,0.971
25 Jan 2022,4356.45,918.4,159.78,145.48,139.986,137.15,59.82,1848.02,85.6,1.7689,1.0174
26 Jan 2022,4349.93,937.41,159.69,143.99,138.873,135.75,59.6,1819.59,87.35,1.8637,1.1504
27 Jan 2022,4326.51,829.1,159.22,144.64,139.638,135.84,59.65,1797.43,86.61,1.7994,1.1882
28 Jan 2022,4431.85,846.35,170.33,145.91,143.978,137.52,60.84,1791.53,86.82,1.7694,1.1623
31 Jan 2022,4515.55,936.72,174.78,148.07,149.574,139.81,61.01,1797.17,88.15,1.7767,1.1787
1 Feb 2022,4546.54,931.25,174.61,148.22,151.194,140.91,60.56,1801.19,88.2,1.7875,1.1651
2 Feb 2022,4589.38,905.66,175.84,148.71,150.613,140.85,61.18,1806.8,88.26,1.7751,1.1535
3 Feb 2022,4477.44,891.14,172.9,145.31,138.846,140.99,61.61,1804.85,90.27,1.8306,1.1959
4 Feb 2022,4500.53,923.32,172.39,145.39,157.64,139.33,60.96,1808.28,92.31,1.9085,1.3099
7 Feb 2022,4483.87,907.34,171.66,145.14,157.936,137.96,61.6,1820.47,91.32,1.9159,1.2903
8 Feb 2022,4521.54,922,174.83,143.53,161.414,137.99,62,1825.92,89.36,1.9632,1.3414
9 Feb 2022,4587.18,932,176.28,146.26,161.19,137.69,61.04,1833.36,89.66,1.9415,1.3644
10 Feb 2022,4504.08,904.55,172.12,144.82,159.004,136.08,61.38,1826.85,89.88,2.0294,1.5786
11 Feb 2022,4418.64,860,168.64,140.18,153.294,135.33,60.29,1858.76,93.1,1.9371,1.4997
14 Feb 2022,4401.67,875.76,168.88,141.59,155.167,133.95,60.68,1871.18,95.46,1.9875,1.5744
15 Feb 2022,4471.07,922.43,172.79,145.58,156.511,134.37,60.91,1853.61,92.07,2.0434,1.5774
16 Feb 2022,4475.01,923.39,172.55,146.49,158.101,133.53,60.9,1869.8,93.66,2.0382,1.5208
17 Feb 2022,4380.26,876.35,168.88,142.8,154.653,138.88,62.12,1898.43,91.76,1.9615,1.4662
18 Feb 2022,4348.87,856.98,167.3,142.95,152.602,137.99,62.54,1898.43,91.07,1.9286,1.4654
21 Feb 2022,4348.87,856.98,167.3,142.95,152.602,137.99,62.54,1906.29,91.07,1.9286,1.4654
22 Feb 2022,4304.76,821.53,164.32,138.19,150.198,136.45,62.28,1898.64,92.35,1.939,1.5491
23 Feb 2022,4225.5,764.04,160.07,136.83,144.827,135.05,61.59,1909.01,92.1,1.9912,1.6016
24 Feb 2022,4288.7,800.77,162.74,137.17,151.358,134.53,60.51,1903.89,92.81,1.9633,1.5797
25 Feb 2022,4384.65,809.87,164.85,138.8,153.789,136.38,62.85,1889.34,91.59,1.9617,1.5697
28 Feb 2022,4373.94,870.43,165.12,136.55,153.563,135.16,62.24,1908.99,95.72,1.825,1.4323
1 Mar 2022,4306.26,864.37,163.2,132.22,151.142,135.99,61.97,1945.28,103.41,1.7275,1.3407
2 Mar 2022,4386.54,879.89,166.56,135.68,152.053,136.16,62.43,1928.72,110.6,1.8767,1.512
3 Mar 2022,4363.49,839.29,166.23,133.97,147.898,139.29,62.47,1935.95,107.67,1.8405,1.53
4 Mar 2022,4328.87,838.29,163.17,131.18,145.641,142.82,62.57,1970.7,115.68,1.7307,1.4759
7 Mar 2022,4201.09,804.58,159.3,124.44,137.453,141.67,61.08,1998.11,119.4,1.7734,1.5503
8 Mar 2022,4170.7,824.4,157.44,121.21,136.015,138.74,58.66,2050.76,123.7,1.8456,1.5987
9 Mar 2022,4277.88,858.97,162.95,126.95,139.279,139.46,58.96,1991.83,108.7,1.9531,1.6798
10 Mar 2022,4259.52,838.3,158.52,126.03,146.818,142.63,57.88,1996.98,106.02,1.9864,1.6963
11 Mar 2022,4204.31,795.35,154.73,122.63,145.525,142.07,57.92,1988.46,109.33,1.9917,1.748
14 Mar 2022,4173.11,766.37,150.62,117.57,141.853,144.05,58.54,1950.88,103.01,2.133,1.8609
15 Mar 2022,4262.45,801.89,155.09,119.4,147.367,145.78,59.62,1917.94,96.44,2.1437,1.8491
16 Mar 2022,4357.86,840.23,159.59,125.19,153.104,145.35,59.46,1927.29,95.04,2.1849,1.9379
17 Mar 2022,4411.67,871.6,160.62,127.41,157.239,145.01,60.09,1942.89,102.98,2.1706,1.9138
18 Mar 2022,4463.12,905.39,163.98,131.24,161.251,145.44,60.1,1921.62,104.7,2.1494,1.9362
21 Mar 2022,4461.18,921.16,165.38,130.19,161.492,144.23,60.58,1935.91,112.12,2.2896,2.1153
22 Mar 2022,4511.61,993.98,168.82,133.09,164.889,143.8,60.8,1921.69,111.76,2.3825,2.1641
23 Mar 2022,4456.24,999.11,170.21,133,163.408,141.95,60.4,1943.86,114.93,2.2917,2.0961
24 Mar 2022,4520.16,1013.92,174.07,132.08,163.65,142.83,60.98,1957.69,112.34,2.3718,2.1387
25 Mar 2022,4543.06,1010.64,174.72,133.7,164.773,143.45,61.53,1958.29,113.9,2.4731,2.2696
28 Mar 2022,4575.52,1091.84,175.6,134.81,168.991,146,61.92,1922.8,105.96,2.4585,2.3277
29 Mar 2022,4631.6,1099.57,178.96,139.14,169.315,147.23,62.16,1919.43,104.24,2.3944,2.3646
30 Mar 2022,4602.45,1093.99,177.77,138.54,166.301,149.87,62.21,1932.87,107.82,2.3488,2.3063
31 Mar 2022,4530.41,1077.6,174.61,134.56,162.998,148.92,62,1937.44,100.28,2.338,2.3345
1 Apr 2022,4545.86,1084.59,174.31,133.52,163.56,151.01,62.87,1925.68,99.27,2.3822,2.4564
4 Apr 2022,4582.64,1145.45,178.44,134.34,168.347,151.04,62.54,1932.73,103.28,2.3951,2.4221
5 Apr 2022,4525.12,1091.26,175.06,132.3,164.055,151.47,62.47,1923.6,101.96,2.5469,2.5139
6 Apr 2022,4481.15,1045.76,171.83,128.36,158.756,154.99,63.1,1925.35,96.23,2.5975,2.4714
7 Apr 2022,4500.21,1057.26,172.14,129.38,157.785,156.54,63.44,1931.86,96.03,2.6578,2.4595
8 Apr 2022,4488.28,1025.49,170.09,128.15,154.461,157.41,63.83,1947.54,98.26,2.7,2.5115
11 Apr 2022,4412.53,975.93,165.75,124.98,151.122,154.29,63.81,1953.52,94.29,2.7801,2.4975
12 Apr 2022,4397.45,986.95,167.66,125.04,150.788,153.23,64.56,1966.76,100.6,2.7213,2.4054
13 Apr 2022,4446.59,1022.37,170.4,127.49,155.541,157.22,64.73,1977.8,104.25,2.6987,2.3481
14 Apr 2022,4392.59,985,165.29,133.46,151.707,157.08,65.02,1973.71,106.95,2.8275,2.4539
15 Apr 2022,4392.59,985,165.29,133.46,151.707,157.08,65.02,1978.24,106.95,2.8275,2.4539
18 Apr 2022,4391.69,1004.29,165.07,131.63,152.785,155.88,64.44,1978.91,108.21,2.8527,2.448
19 Apr 2022,4462.21,1028.15,167.4,137.05,158.116,157.65,65.07,1950.09,102.56,2.9361,2.5915
20 Apr 2022,4459.45,977.2,167.23,135.87,153.998,159.63,65.96,1957.77,102.75,2.832,2.5753
21 Apr 2022,4393.66,1008.78,166.42,135.46,148.296,159.87,66.21,1951.62,103.79,2.9095,2.6822
